Time period,Station name,Scheduled stops,Recorded station stops,"Recorded station stops (percentage) [note 2]","Time to 3 (percentage) [note 3, 5]","Cancellations (percentage) [note 4, 5]"
Apr 2024 to Mar 2025 Period 11,Mexborough,1107,1045,99.9044,79.5215,5.5104
Apr 2024 to Mar 2025 Period 11,Micheldever,990,929,95.6746,59.0958,1.9192
Apr 2024 to Mar 2025 Period 11,Micklefield,1926,1883,100.0000,54.5937,2.2326
Apr 2024 to Mar 2025 Period 11,Middlesbrough,4137,3833,100.0000,79.0764,7.3483
Apr 2024 to Mar 2025 Period 11,Middlewood,668,479,73.5791,87.6827,2.5449
Apr 2024 to Mar 2025 Period 11,Midgham,1087,1065,100.0000,81.7840,2.0239
Apr 2024 to Mar 2025 Period 11,Milford (Surrey),1273,1220,99.3485,86.7213,3.5350
Apr 2024 to Mar 2025 Period 11,Milford Haven,542,513,100.0000,76.9981,5.3506
Apr 2024 to Mar 2025 Period 11,Mill Hill (Lancs),1014,847,86.4286,86.0685,3.3531
Apr 2024 to Mar 2025 Period 11,Mill Hill Broadway,5344,4986,99.9198,72.9844,6.6243
Apr 2024 to Mar 2025 Period 11,Millbrook (Bedfordshire),816,0,0.0000,[u],0.6127
Apr 2024 to Mar 2025 Period 11,Millbrook (Hants),983,853,87.3975,85.1114,0.7121
Apr 2024 to Mar 2025 Period 11,Milliken Park,1772,1755,100.0000,89.8006,0.9594
Apr 2024 to Mar 2025 Period 11,Millom,950,911,100.0000,82.5467,4.1053
Apr 2024 to Mar 2025 Period 11,Mills Hill (Manchester),1639,1534,99.9349,72.6858,6.3453
Apr 2024 to Mar 2025 Period 11,Milngavie,2024,1996,100.0000,86.1723,1.3834
Apr 2024 to Mar 2025 Period 11,Milton Keynes Central,7755,7515,99.9867,68.2635,3.0819
Apr 2024 to Mar 2025 Period 11,Minffordd,375,326,87.6344,88.0368,0.8000
Apr 2024 to Mar 2025 Period 11,Minster,1157,1143,100.0000,82.0647,1.2100
Apr 2024 to Mar 2025 Period 11,Mirfield,2299,2224,99.9551,62.0953,3.2188
Apr 2024 to Mar 2025 Period 11,Mistley,1131,1131,100.0000,97.7896,0.0000
Apr 2024 to Mar 2025 Period 11,Mitcham Eastfields,3904,3771,99.9205,90.9838,3.3299
Apr 2024 to Mar 2025 Period 11,Mitcham Junction,3911,3772,99.9735,91.4369,3.5285
Apr 2024 to Mar 2025 Period 11,Mobberley,1000,961,100.0000,70.4475,3.9000
Apr 2024 to Mar 2025 Period 11,Monifieth,727,76,10.8727,[u],3.8514
Apr 2024 to Mar 2025 Period 11,Monks Risborough,979,493,50.6680,97.5659,0.6129
Apr 2024 to Mar 2025 Period 11,Montpelier,1792,443,25.1705,[u],1.7857
Apr 2024 to Mar 2025 Period 11,Montrose,1962,1924,100.0000,76.4033,1.9368
Apr 2024 to Mar 2025 Period 11,Moorfields,15959,15034,99.9468,89.5637,5.7460
Apr 2024 to Mar 2025 Period 11,Moorgate,4908,4814,100.0000,89.3436,1.9152
Apr 2024 to Mar 2025 Period 11,Moorside,923,825,94.2857,86.9091,5.2004
Apr 2024 to Mar 2025 Period 11,Moorthorpe,1167,1099,100.0000,70.8826,5.8269
Apr 2024 to Mar 2025 Period 11,Morar,199,0,0.0000,[u],2.0101
Apr 2024 to Mar 2025 Period 11,Morchard Road,876,484,57.2104,58.6777,3.4247
Apr 2024 to Mar 2025 Period 11,Morden South,1654,0,0.0000,[u],6.1669
Apr 2024 to Mar 2025 Period 11,Morecambe,1160,1104,100.0000,87.1377,4.8276
Apr 2024 to Mar 2025 Period 11,Moreton (Dorset),1152,1124,100.0000,78.0249,2.4306
Apr 2024 to Mar 2025 Period 11,Moreton (Merseyside),3078,2921,99.9316,93.6323,5.0357
Apr 2024 to Mar 2025 Period 11,Moreton-In-Marsh,1128,1094,100.0000,71.6636,3.0142
Apr 2024 to Mar 2025 Period 11,Morfa Mawddach,375,298,80.1075,79.5302,0.8000
Apr 2024 to Mar 2025 Period 11,Morley,1592,1516,99.9341,58.1794,4.7111
Apr 2024 to Mar 2025 Period 11,Morpeth,1974,1906,99.9476,76.0756,3.3941
Apr 2024 to Mar 2025 Period 11,Mortimer,1864,1836,99.9456,90.8497,1.4485
Apr 2024 to Mar 2025 Period 11,Mortlake,2717,2622,99.8857,86.6895,3.3861
Apr 2024 to Mar 2025 Period 11,Moses Gate,845,819,100.0000,58.1197,3.0769
Apr 2024 to Mar 2025 Period 11,Moss Side,899,569,66.8625,86.2917,5.3393
Apr 2024 to Mar 2025 Period 11,Mossley (Manchester),1023,999,100.0000,57.9580,2.3460
Apr 2024 to Mar 2025 Period 11,Mossley Hill,2335,2181,99.8626,82.5768,6.4668
Apr 2024 to Mar 2025 Period 11,Mosspark,1348,1325,99.6241,93.3585,1.3353
Apr 2024 to Mar 2025 Period 11,Moston,1639,1534,99.9349,72.9465,6.3453
Apr 2024 to Mar 2025 Period 11,Motherwell,5785,5517,99.9457,81.9286,4.5808
Apr 2024 to Mar 2025 Period 11,Motspur Park,3577,3490,99.9714,86.7335,2.4042
Apr 2024 to Mar 2025 Period 11,Mottingham,4358,4275,99.7434,83.3684,1.6521
Apr 2024 to Mar 2025 Period 11,Mottisfont and Dunbridge,975,826,85.1546,83.7772,0.5128
Apr 2024 to Mar 2025 Period 11,Mouldsworth,1000,958,100.0000,72.3382,4.2000
Apr 2024 to Mar 2025 Period 11,Moulsecoomb,3001,2935,99.8299,94.5826,2.0327
Apr 2024 to Mar 2025 Period 11,Mount Florida,3431,3388,100.0000,95.5726,1.2533
Apr 2024 to Mar 2025 Period 11,Mount Vernon,1498,1424,100.0000,76.4045,4.9399
Apr 2024 to Mar 2025 Period 11,Mountain Ash,1707,1646,99.9393,91.4945,3.5149
Apr 2024 to Mar 2025 Period 11,Muir Of Ord,620,591,99.4949,82.2335,4.1935
Apr 2024 to Mar 2025 Period 11,Muirend,1831,1811,99.5602,96.9630,0.6554
Apr 2024 to Mar 2025 Period 11,Musselburgh,1236,1226,100.0000,91.9250,0.8091
Apr 2024 to Mar 2025 Period 11,Mytholmroyd,1840,1702,99.9413,61.9271,7.4457
Apr 2024 to Mar 2025 Period 11,Nafferton,1018,768,81.7891,79.4271,7.7603
Apr 2024 to Mar 2025 Period 11,Nailsea and Backwell,2344,2274,100.0000,80.6069,2.9863
Apr 2024 to Mar 2025 Period 11,Nairn,840,804,100.0000,81.8408,4.2857
Apr 2024 to Mar 2025 Period 11,Nantwich,1173,1151,100.0000,66.7246,1.8755
Apr 2024 to Mar 2025 Period 11,Narberth,413,234,58.9421,58.5470,3.8741
Apr 2024 to Mar 2025 Period 11,Narborough,1056,1009,99.7036,76.4123,4.1667
Apr 2024 to Mar 2025 Period 11,Navigation Road,1000,612,63.6175,75.9804,3.8000
Apr 2024 to Mar 2025 Period 11,Neath,2504,2432,100.0000,64.1036,2.8754
Apr 2024 to Mar 2025 Period 11,Needham Market,898,896,100.0000,91.1830,0.2227
Apr 2024 to Mar 2025 Period 11,Neilston,1831,1818,100.0000,96.6997,0.7100
Apr 2024 to Mar 2025 Period 11,Nelson,899,599,70.8038,81.6361,5.8954
Apr 2024 to Mar 2025 Period 11,Neston,1014,896,93.4307,75.3348,5.4241
Apr 2024 to Mar 2025 Period 11,Netherfield,232,226,100.0000,88.0531,2.5862
Apr 2024 to Mar 2025 Period 11,Nethertown,251,39,16.3180,[u],4.7809
Apr 2024 to Mar 2025 Period 11,Netley,1104,1093,100.0000,82.6167,0.9964
Apr 2024 to Mar 2025 Period 11,New Barnet,2740,2666,100.0000,79.2198,2.7007
Apr 2024 to Mar 2025 Period 11,New Beckenham,2489,2446,100.0000,84.7915,1.7276
Apr 2024 to Mar 2025 Period 11,New Brighton,3124,2998,100.0000,96.5644,4.0333
Apr 2024 to Mar 2025 Period 11,New Clee,384,291,78.0161,78.3505,2.8646
Apr 2024 to Mar 2025 Period 11,New Cross,8989,8816,99.9660,88.3280,1.8912
Apr 2024 to Mar 2025 Period 11,New Cross Gate,9462,9305,99.9893,92.2192,1.6487
Apr 2024 to Mar 2025 Period 11,New Cumnock,405,398,100.0000,88.9447,1.7284
Apr 2024 to Mar 2025 Period 11,New Eltham,4478,4400,99.8865,82.0000,1.6302
Apr 2024 to Mar 2025 Period 11,New Holland,384,298,79.6791,78.8591,2.6042
Apr 2024 to Mar 2025 Period 11,New Hythe,1834,1799,99.8890,92.9961,1.7993
Apr 2024 to Mar 2025 Period 11,New Lane,436,150,36.5854,[u],5.9633
Apr 2024 to Mar 2025 Period 11,New Malden,5183,4869,100.0000,83.8776,6.0583
Apr 2024 to Mar 2025 Period 11,New Mills Central,1832,1802,100.0000,82.9634,1.6376
Apr 2024 to Mar 2025 Period 11,New Mills Newtown,1280,932,74.2629,89.3777,1.9531
Apr 2024 to Mar 2025 Period 11,New Milton,2017,1947,99.8462,75.7576,3.3218
Apr 2024 to Mar 2025 Period 11,New Pudsey,3834,3559,99.8597,70.6097,7.0423
Apr 2024 to Mar 2025 Period 11,New Southgate,2738,2679,100.0000,82.6428,2.1549
Apr 2024 to Mar 2025 Period 11,Newark Castle,1644,1607,100.0000,82.0162,2.2506
Apr 2024 to Mar 2025 Period 11,Newark Northgate,2178,2120,99.9529,72.5472,2.6171
Apr 2024 to Mar 2025 Period 11,Newbridge,1588,1507,99.9337,83.0790,5.0378
Apr 2024 to Mar 2025 Period 11,Newbury,3283,3187,99.9686,81.0480,2.8937
Apr 2024 to Mar 2025 Period 11,Newbury Racecourse,1090,1068,100.0000,81.9288,2.0183
Apr 2024 to Mar 2025 Period 11,Newcastle,9045,8627,100.0000,77.4197,4.6213
Apr 2024 to Mar 2025 Period 11,Newcourt,1906,1059,57.2123,86.7800,2.8856
Apr 2024 to Mar 2025 Period 11,Newcraighall,1505,1458,100.0000,88.8203,3.1229
Apr 2024 to Mar 2025 Period 11,Newhaven Harbour,1398,1374,99.8547,88.2096,1.5737
Apr 2024 to Mar 2025 Period 11,Newhaven Town,2070,2044,100.0000,88.3562,1.2560
Apr 2024 to Mar 2025 Period 11,Newington,1258,1236,99.9192,72.4919,1.6693
Apr 2024 to Mar 2025 Period 11,Newmarket,897,864,96.7525,95.0231,0.4459
Apr 2024 to Mar 2025 Period 11,Newport (Essex),1403,1383,100.0000,91.6124,1.4255
Apr 2024 to Mar 2025 Period 11,Newport (South Wales),7255,6957,100.0000,74.9030,4.1075
Apr 2024 to Mar 2025 Period 11,Newquay,400,391,100.0000,94.8849,2.2500
Apr 2024 to Mar 2025 Period 11,Newstead,976,959,99.6881,90.4067,1.4344
Apr 2024 to Mar 2025 Period 11,Newton (Lanark),4889,4757,99.9790,90.3090,2.6795
Apr 2024 to Mar 2025 Period 11,Newton Abbot,4581,4392,99.9545,77.3907,4.0821
Apr 2024 to Mar 2025 Period 11,Newton Aycliffe,824,708,90.5371,86.8644,5.0971
Apr 2024 to Mar 2025 Period 11,Newton For Hyde,1799,1530,87.7294,85.3595,3.0573
Apr 2024 to Mar 2025 Period 11,Newton St Cyres,524,211,41.3725,[u],2.6718
Apr 2024 to Mar 2025 Period 11,Newtongrange,1505,820,56.2414,87.0732,3.1229
Apr 2024 to Mar 2025 Period 11,Newton-Le-Willows,3778,3515,99.8863,66.6287,6.8555
Apr 2024 to Mar 2025 Period 11,Newtonmore,218,26,12.0930,[u],1.3761
Apr 2024 to Mar 2025 Period 11,Newton-On-Ayr,1662,1637,100.0000,87.4160,1.5042
Apr 2024 to Mar 2025 Period 11,Newtown (Powys),614,595,99.8322,70.7563,2.9316
Apr 2024 to Mar 2025 Period 11,Ninian Park,1685,1613,100.0000,85.8029,4.2730
Apr 2024 to Mar 2025 Period 11,Nitshill,1442,1404,99.2226,91.0256,1.8724
Apr 2024 to Mar 2025 Period 11,Norbiton,3357,3108,99.6473,79.3436,7.0897
Apr 2024 to Mar 2025 Period 11,Norbury,5606,5483,99.9089,95.5499,2.1049
Apr 2024 to Mar 2025 Period 11,Normans Bay,963,913,100.0000,85.3231,5.1921
Apr 2024 to Mar 2025 Period 11,Normanton,1967,1895,99.8419,70.1319,3.5079
Apr 2024 to Mar 2025 Period 11,North Berwick,978,971,100.0000,95.1596,0.7157
Apr 2024 to Mar 2025 Period 11,North Camp,1760,1688,100.0000,81.2796,4.0909
Apr 2024 to Mar 2025 Period 11,North Dulwich,3445,3404,99.9119,97.5029,1.1030
Apr 2024 to Mar 2025 Period 11,North Fambridge,1257,1241,100.0000,98.7107,1.2729
Apr 2024 to Mar 2025 Period 11,North Llanrwst,204,185,94.3878,36.2162,3.9216
Apr 2024 to Mar 2025 Period 11,North Queensferry,2368,2315,100.0000,89.5032,2.2382
Apr 2024 to Mar 2025 Period 11,North Road (Darlington),824,780,99.7442,88.8462,5.0971
Apr 2024 to Mar 2025 Period 11,North Sheen,2717,2623,99.8858,85.7034,3.3493
Apr 2024 to Mar 2025 Period 11,North Walsham,940,940,100.0000,95.0000,0.0000
Apr 2024 to Mar 2025 Period 11,North Wembley,4045,3915,99.8979,91.0600,3.1150
Apr 2024 to Mar 2025 Period 11,Northallerton,2594,2496,99.8001,62.0192,3.5852
Apr 2024 to Mar 2025 Period 11,Northampton,2447,2397,100.0000,77.3884,2.0433
Apr 2024 to Mar 2025 Period 11,Northfield,3713,3659,100.0000,86.1984,1.4543
Apr 2024 to Mar 2025 Period 11,Northfleet,4208,3992,99.9249,81.3878,5.0618
Apr 2024 to Mar 2025 Period 11,Northolt Park,1315,1303,100.0000,93.9371,0.9125
Apr 2024 to Mar 2025 Period 11,Northumberland Park,2323,2143,99.7672,94.1204,7.5334
Apr 2024 to Mar 2025 Period 11,Northwich,1000,595,61.8503,76.9748,3.8000
Apr 2024 to Mar 2025 Period 11,Norwich,6388,6310,100.0000,91.0460,1.2210
Apr 2024 to Mar 2025 Period 11,Norwood Junction,10251,9840,99.9898,87.8354,3.9996
Apr 2024 to Mar 2025 Period 11,Nottingham,10036,9694,99.9897,76.2018,3.3978
Apr 2024 to Mar 2025 Period 11,Nuneaton,4515,4244,100.0000,69.0622,6.0022
Apr 2024 to Mar 2025 Period 11,Nunhead,4516,4438,100.0000,79.0221,1.7272
Apr 2024 to Mar 2025 Period 11,Nunthorpe,927,853,100.0000,78.1946,7.9827
Apr 2024 to Mar 2025 Period 11,Nutbourne,1208,1158,100.0000,77.9793,4.1391
Apr 2024 to Mar 2025 Period 11,Nutfield,1197,1170,99.6593,90.2564,1.9215
Apr 2024 to Mar 2025 Period 11,Oakengates,994,968,100.0000,85.9504,2.6157
Apr 2024 to Mar 2025 Period 11,Oakham,950,841,96.1143,62.7824,7.8947
Apr 2024 to Mar 2025 Period 11,Oakleigh Park,2738,2679,100.0000,83.3893,2.1549
Apr 2024 to Mar 2025 Period 11,Oban,320,317,100.0000,84.8580,0.9375
Apr 2024 to Mar 2025 Period 11,Ockendon,2211,2161,99.9537,89.4031,2.2162
Apr 2024 to Mar 2025 Period 11,Ockley,797,782,99.6178,90.0256,1.5056
Apr 2024 to Mar 2025 Period 11,Okehampton,824,812,100.0000,91.6256,1.4563
Apr 2024 to Mar 2025 Period 11,Old Hill,1772,1715,99.8835,89.6210,3.1038
Apr 2024 to Mar 2025 Period 11,Old Roan,3252,3030,97.9631,87.6898,4.8893
Apr 2024 to Mar 2025 Period 11,Old Street,4908,4812,99.9585,87.9676,1.9152
Apr 2024 to Mar 2025 Period 11,Oldfield Park,1349,1321,100.0000,84.4815,2.0756
Apr 2024 to Mar 2025 Period 11,Olton,1683,1610,99.9379,91.4286,4.2781
Apr 2024 to Mar 2025 Period 11,Ore,2533,2297,99.9130,85.5899,9.2381
Apr 2024 to Mar 2025 Period 11,Ormskirk,4064,3787,100.0000,92.8968,6.8159
Apr 2024 to Mar 2025 Period 11,Orpington,10301,10065,100.0000,75.4297,2.2910
Apr 2024 to Mar 2025 Period 11,Orrell,666,478,74.3390,87.0293,3.4535
Apr 2024 to Mar 2025 Period 11,Orrell Park,3252,3098,99.9677,84.9903,4.7048
Apr 2024 to Mar 2025 Period 11,Otford,4138,4105,100.0000,85.0670,0.7975
Apr 2024 to Mar 2025 Period 11,Oulton Broad North,1044,1043,100.0000,97.5072,0.0958
Apr 2024 to Mar 2025 Period 11,Oulton Broad South,891,887,100.0000,97.1815,0.4489
Apr 2024 to Mar 2025 Period 11,Outwood,2052,1964,99.9491,77.3422,4.2398
Apr 2024 to Mar 2025 Period 11,Overpool,1968,890,49.7485,[u],9.0955
Apr 2024 to Mar 2025 Period 11,Overton,1160,1036,90.9570,85.8108,1.8103
Apr 2024 to Mar 2025 Period 11,Oxenholme Lake District,2366,2240,100.0000,51.7857,5.3254
Apr 2024 to Mar 2025 Period 11,Oxford,6472,6348,100.0000,83.9004,1.9159
Apr 2024 to Mar 2025 Period 11,Oxford Parkway,2020,2003,100.0000,95.5567,0.8416
Apr 2024 to Mar 2025 Period 11,Oxshott,1677,1634,99.7558,87.1481,2.3256
Apr 2024 to Mar 2025 Period 11,Oxted,3164,3114,100.0000,87.8613,1.5803
Apr 2024 to Mar 2025 Period 11,Paddock Wood,3946,3920,100.0000,80.5867,0.6589
Apr 2024 to Mar 2025 Period 11,Padgate,1043,981,99.6951,74.2100,5.6568
Apr 2024 to Mar 2025 Period 11,Paignton,2129,2007,99.9502,92.0279,5.6834
Apr 2024 to Mar 2025 Period 11,Paisley Canal,1348,1330,100.0000,93.6842,1.3353
Apr 2024 to Mar 2025 Period 11,Paisley Gilmour Street,6721,6662,100.0000,91.5041,0.8778
Apr 2024 to Mar 2025 Period 11,Paisley St James,1581,1571,100.0000,95.2260,0.6325
Apr 2024 to Mar 2025 Period 11,Palmers Green,2504,2474,100.0000,94.6241,1.1981
Apr 2024 to Mar 2025 Period 11,Pangbourne,1877,1842,100.0000,82.6276,1.8647
Apr 2024 to Mar 2025 Period 11,Pannal,2003,1912,99.8955,68.2008,4.4433
Apr 2024 to Mar 2025 Period 11,Pantyffynnon,208,199,100.0000,55.7789,4.3269
Apr 2024 to Mar 2025 Period 11,Par,2074,2018,100.0000,82.5074,2.7001
Apr 2024 to Mar 2025 Period 11,Parbold,1592,1450,96.1538,84.9655,5.2764
Apr 2024 to Mar 2025 Period 11,Park Street,1050,789,77.5811,98.9861,3.1429
Apr 2024 to Mar 2025 Period 11,Parkstone (Dorset),2125,2064,99.9516,72.9651,2.8235
Apr 2024 to Mar 2025 Period 11,Parson Street,1212,881,74.2207,78.6606,2.0627
Apr 2024 to Mar 2025 Period 11,Partick,9844,9537,99.7177,86.3479,2.8444
Apr 2024 to Mar 2025 Period 11,Parton,931,719,81.4270,77.1905,5.1557
Apr 2024 to Mar 2025 Period 11,Patchway,976,949,100.0000,84.8261,2.7664
Apr 2024 to Mar 2025 Period 11,Patricroft,929,883,99.8869,56.2854,4.8439
Apr 2024 to Mar 2025 Period 11,Patterton,1831,1816,99.8900,95.4846,0.7100
Apr 2024 to Mar 2025 Period 11,Peartree,180,173,100.0000,85.5491,3.8889
Apr 2024 to Mar 2025 Period 11,Peckham Rye,11265,11115,100.0000,87.8722,1.3316
Apr 2024 to Mar 2025 Period 11,Pegswood,69,67,100.0000,80.5970,2.8986
Apr 2024 to Mar 2025 Period 11,Pemberton,666,475,73.8725,82.9474,3.4535
Apr 2024 to Mar 2025 Period 11,Pembrey and Burry Port,1401,1340,98.4570,65.4478,2.8551
Apr 2024 to Mar 2025 Period 11,Pembroke,410,269,68.6224,66.5428,4.3902
Apr 2024 to Mar 2025 Period 11,Pembroke Dock,410,392,100.0000,79.0816,4.3902
Apr 2024 to Mar 2025 Period 11,Penally,410,176,44.7837,[u],4.1463
Apr 2024 to Mar 2025 Period 11,Penarth,2717,2578,100.0000,88.6346,5.1159
Apr 2024 to Mar 2025 Period 11,Pencoed,1489,1463,100.0000,68.1476,1.7461
Apr 2024 to Mar 2025 Period 11,Pengam,2699,2318,89.7406,79.0768,4.2979
Apr 2024 to Mar 2025 Period 11,Penge East,3697,3527,99.9433,85.0298,4.5442
Apr 2024 to Mar 2025 Period 11,Penge West,3628,3482,98.3060,90.6376,2.3705
Apr 2024 to Mar 2025 Period 11,Penhelig,375,148,40.0000,[u],1.3333
Apr 2024 to Mar 2025 Period 11,Penistone,870,812,100.0000,75.1232,6.6667
Apr 2024 to Mar 2025 Period 11,Penkridge,1538,1477,100.0000,66.3507,3.9662
Apr 2024 to Mar 2025 Period 11,Penmaenmawr,673,514,78.1155,73.5409,2.2288
Apr 2024 to Mar 2025 Period 11,Penmere,1552,1429,94.1370,94.0518,2.1907
Apr 2024 to Mar 2025 Period 11,Penrhiwceiber,1707,1643,99.9392,83.0797,3.6907
Apr 2024 to Mar 2025 Period 11,Penrhyndeudraeth,375,327,87.9032,85.9327,0.8000
Apr 2024 to Mar 2025 Period 11,Penrith (North Lakes),1419,1319,100.0000,51.0993,7.0472
Apr 2024 to Mar 2025 Period 11,Penryn (Cornwall),1552,1517,99.9341,94.0013,2.1907
Apr 2024 to Mar 2025 Period 11,Pensarn (Gwynedd),375,89,23.9247,[u],0.8000
Apr 2024 to Mar 2025 Period 11,Penshurst,1197,588,50.0852,88.0952,1.9215
Apr 2024 to Mar 2025 Period 11,Pentre-Bach,1681,937,59.4543,95.5176,6.2463
Apr 2024 to Mar 2025 Period 11,Pen-Y-Bont (Mid Wales),201,42,22.1053,[u],5.4726
Apr 2024 to Mar 2025 Period 11,Penychain,375,92,25.0000,[u],1.8667
Apr 2024 to Mar 2025 Period 11,Penyffordd,1014,887,92.1080,78.9177,5.0296
Apr 2024 to Mar 2025 Period 11,Penzance,1890,1839,100.0000,79.6085,2.6984
Apr 2024 to Mar 2025 Period 11,Perranwell,1168,1068,93.6021,93.4457,2.3116
Apr 2024 to Mar 2025 Period 11,Perry Barr,1848,1838,100.0000,93.7432,0.5411
Apr 2024 to Mar 2025 Period 11,Pershore,1031,876,87.6877,72.3744,3.1038
Apr 2024 to Mar 2025 Period 11,Perth,2939,2897,99.8621,86.3307,1.2930
Apr 2024 to Mar 2025 Period 11,Peterborough,7581,7335,100.0000,68.0982,3.2450
Apr 2024 to Mar 2025 Period 11,Petersfield,2604,2551,99.9608,81.4975,1.9969
Apr 2024 to Mar 2025 Period 11,Petts Wood,7950,7774,99.9871,80.5891,2.2013
Apr 2024 to Mar 2025 Period 11,Pevensey and Westham,2180,1040,50.1931,83.6538,4.9541
Apr 2024 to Mar 2025 Period 11,Pevensey Bay,180,72,43.6364,[u],8.3333
Apr 2024 to Mar 2025 Period 11,Pewsey,577,534,100.0000,58.9888,7.4523
Apr 2024 to Mar 2025 Period 11,Pilning,6,6,100.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,Pinhoe,985,959,100.0000,80.5005,2.6396
Apr 2024 to Mar 2025 Period 11,Pitlochry,510,505,100.0000,64.1584,0.9804
Apr 2024 to Mar 2025 Period 11,Pitsea,5411,5340,100.0000,92.6592,1.3121
Apr 2024 to Mar 2025 Period 11,Pleasington,943,755,83.0583,86.6225,3.6055
Apr 2024 to Mar 2025 Period 11,Plockton,184,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Pluckley,1606,1590,99.9371,66.2893,0.9340
Apr 2024 to Mar 2025 Period 11,Plumley,1000,595,61.9147,74.2857,3.9000
Apr 2024 to Mar 2025 Period 11,Plumpton,1041,1023,100.0000,72.7273,1.7291
Apr 2024 to Mar 2025 Period 11,Plumstead,6212,5860,100.0000,88.7031,5.6665
Apr 2024 to Mar 2025 Period 11,Plymouth,3590,3486,99.9427,77.1084,2.8412
Apr 2024 to Mar 2025 Period 11,Pokesdown,1869,1805,99.9446,74.0720,3.3708
Apr 2024 to Mar 2025 Period 11,Polegate,3736,3621,100.0000,83.8166,3.0782
Apr 2024 to Mar 2025 Period 11,Polesworth,24,24,100.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,Pollokshaws East,1670,1616,99.2629,95.2351,2.5150
Apr 2024 to Mar 2025 Period 11,Pollokshaws West,2707,2650,99.3626,93.6981,1.4777
Apr 2024 to Mar 2025 Period 11,Pollokshields East,3431,3373,99.6455,95.2268,1.3407
Apr 2024 to Mar 2025 Period 11,Pollokshields West,1670,1613,99.0786,95.0403,2.5150
Apr 2024 to Mar 2025 Period 11,Polmont,3435,3355,99.9702,94.0387,2.2999
Apr 2024 to Mar 2025 Period 11,Polsloe Bridge,1445,1083,77.5788,87.6270,3.3910
Apr 2024 to Mar 2025 Period 11,Ponders End,1740,1703,99.8242,89.1955,1.9540
Apr 2024 to Mar 2025 Period 11,Pontarddulais,208,103,51.7588,45.6311,4.3269
Apr 2024 to Mar 2025 Period 11,Pontefract Baghill,135,134,100.0000,56.7164,0.7407
Apr 2024 to Mar 2025 Period 11,Pontefract Monkhill,1925,1812,100.0000,77.4283,5.8701
Apr 2024 to Mar 2025 Period 11,Pontefract Tanshelf,852,799,99.7503,75.5945,5.9859
Apr 2024 to Mar 2025 Period 11,Pontlottyn,920,888,100.0000,85.2477,3.4783
Apr 2024 to Mar 2025 Period 11,Pontyclun,1489,1463,100.0000,67.6008,1.7461
Apr 2024 to Mar 2025 Period 11,Pont-y-Pant,198,9,4.6875,[u],3.0303
Apr 2024 to Mar 2025 Period 11,Pontypool and New Inn,1044,518,51.2871,69.4981,3.2567
Apr 2024 to Mar 2025 Period 11,Pontypridd,6750,6573,100.0000,86.7945,2.6222
Apr 2024 to Mar 2025 Period 11,Poole,2779,2706,100.0000,71.5078,2.6268
Apr 2024 to Mar 2025 Period 11,Poppleton,1646,1564,100.0000,66.8159,4.9818
Apr 2024 to Mar 2025 Period 11,Port Glasgow,2984,2957,100.0000,95.7727,0.9048
Apr 2024 to Mar 2025 Period 11,Port Sunlight,4684,4286,99.6512,82.8045,8.1768
Apr 2024 to Mar 2025 Period 11,Port Talbot Parkway,2559,2485,100.0000,64.6680,2.8918
Apr 2024 to Mar 2025 Period 11,Portchester,3132,2998,99.0747,82.3215,3.3844
Apr 2024 to Mar 2025 Period 11,Porth,1647,1574,97.7033,84.8793,2.1858
Apr 2024 to Mar 2025 Period 11,Porthmadog,375,368,99.1914,92.6630,1.0667
Apr 2024 to Mar 2025 Period 11,Portlethen,875,81,9.4406,[u],1.9429
Apr 2024 to Mar 2025 Period 11,Portslade,5179,4998,99.9600,83.2133,3.4563
Apr 2024 to Mar 2025 Period 11,Portsmouth and Southsea,8141,7807,100.0000,77.8404,4.1027
Apr 2024 to Mar 2025 Period 11,Portsmouth Arms,156,65,45.1389,[u],7.6923
Apr 2024 to Mar 2025 Period 11,Portsmouth Harbour,6067,5812,100.0000,77.9078,4.2031
Apr 2024 to Mar 2025 Period 11,Portway Park and Ride,1740,428,25.1026,[u],2.0115
Apr 2024 to Mar 2025 Period 11,Possilpark and Parkhouse,1182,898,79.0493,95.1002,3.8917
Apr 2024 to Mar 2025 Period 11,Potters Bar,4330,4206,99.9287,77.2468,2.7945
Apr 2024 to Mar 2025 Period 11,Poulton-Le-Fylde,3684,3417,99.6500,81.7384,6.9218
Apr 2024 to Mar 2025 Period 11,Poynton,923,891,99.8879,81.7059,3.3586
Apr 2024 to Mar 2025 Period 11,Prees,641,236,37.5199,[u],1.8721
Apr 2024 to Mar 2025 Period 11,Prescot,1743,1236,74.3235,87.6214,4.5898
Apr 2024 to Mar 2025 Period 11,Prestatyn,2013,1938,99.7940,73.4778,3.5271
Apr 2024 to Mar 2025 Period 11,Prestbury,923,892,99.8880,81.3901,3.2503
Apr 2024 to Mar 2025 Period 11,Preston (Lancs),9779,9217,100.0000,76.0009,5.7470
Apr 2024 to Mar 2025 Period 11,Preston Park,4418,4192,100.0000,78.4351,5.1154
Apr 2024 to Mar 2025 Period 11,Prestonpans,962,954,100.0000,92.4528,0.8316
Apr 2024 to Mar 2025 Period 11,Prestwick International Airport,1725,1700,100.0000,92.5294,1.4493
